Incident Type,Complaint Tracking Number,Date Complaint Occurred,Date Complaint Received by NOPD (PIB),Date Complaint Investigation Complete,Complaint classification,Investigation status,Disposition,Bureau of Complainant,Division of Complainant,Unit of Complainant,Unit Additional Details of Complainant,Working Status of Complainant,Shift of Complainant,Rule Violation,Paragraph Violation,Unique Officer Allegation ID,Officer Race Ethnicity,Officer Gender,Officer Age,Officer years of service,Complainant Gender,Complainant Ethnicity,Complainant Age
Public Initiated,2019-0578-N,9/23/2019 12:00:00 AM,9/25/2019 12:00:00 AM,10/20/2019 12:00:00 AM,NFIM,Completed,NFIM,Not - NOPD Officer,N/A,N/A,N/A,N/A,N/A,NO VIOLATION OBSERVED,,53450,,,,,Male,,
Public Initiated,2019-0575-N,9/21/2019 12:00:00 AM,9/25/2019 12:00:00 AM,10/23/2019 12:00:00 AM,NFIM,Completed,NFIM,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53616,,,,,Female,,
Public Initiated,2019-0577-P,9/20/2019 12:00:00 AM,9/25/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Education/Training & Recruitment Division,Training Section,Range Staff,Paid Detail,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53449,Black,Female,52,22,Male,White,
Public Initiated,2019-0582-P,9/25/2019 12:00:00 AM,9/26/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 07 - ACTING IMPARTIALLY,53685,Black,Male,27,1,Male,White,37
Public Initiated,2019-0582-P,9/25/2019 12:00:00 AM,9/26/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 07 - ACTING IMPARTIALLY,53686,Black,Male,39,14,Male,White,37
Rank Initiated,2019-0579-R,9/25/2019 12:00:00 AM,9/26/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,53478,Black,Female,43,20,,,
Rank Initiated,2019-0580-R,9/25/2019 12:00:00 AM,9/26/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,C Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,53481,White,Male,48,22,,,
Rank Initiated,2019-0581-R,9/23/2019 12:00:00 AM,9/26/2019 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,53483,Black,Male,37,12,,,
Rank Initiated,2019-0583-R,9/23/2019 12:00:00 AM,9/27/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53487,Black,Male,53,31,,,
Rank Initiated,2019-0583-R,9/23/2019 12:00:00 AM,9/27/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53488,Black,Male,50,15,,,
Public Initiated,2019-0584-P,9/25/2019 12:00:00 AM,9/27/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53514,White,Male,26,2,Male,Black,44
Public Initiated,2019-0584-P,9/25/2019 12:00:00 AM,9/27/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53714,Hispanic,Male,32,3,Male,Black,44
Rank Initiated,2019-0586-R,9/29/2019 12:00:00 AM,9/30/2019 12:00:00 AM,,DI-1,Initial,Pending,MSB - Management Service Bureau,Administrative Duties Services,Workmans Compensation,,Unknown Working Status,Unknown Shift Hours,,,53527,White,Male,36,4,,,
Rank Initiated,2019-0585-R,9/27/2019 12:00:00 AM,10/1/2019 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53516,White,Male,28,2,,,
Public Initiated,2019-0588-P,9/25/2019 12:00:00 AM,10/1/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Records & Identification / Support Services Divisi,Records & I.D.,Public Records,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53539,Black,Female,62,4,Female,Black,
Public Initiated,2019-0588-P,9/25/2019 12:00:00 AM,10/1/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Records & Identification / Support Services Divisi,Records & I.D.,Public Records,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53541,White,Female,57,21,Female,Black,
Public Initiated,2019-0589-P,3/3/2019 12:00:00 AM,10/1/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53542,White,Male,22,1,,,
Public Initiated,2019-0589-P,3/3/2019 12:00:00 AM,10/1/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53544,White,Female,39,2,,,
Rank Initiated,2019-0590-R,9/26/2019 12:00:00 AM,10/3/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,MSB,Staff,Crime Lab ,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53699,White,Male,40,17,,,
Rank Initiated,2019-0591-R,10/2/2019 12:00:00 AM,10/4/2019 12:00:00 AM,,DI-1,Forwarded,Pending,MSB - Management Service Bureau,Budget Services,Personnel Division,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 01 - REPORTING FOR DUTY,53597,Black,Female,26,2,,,
Rank Initiated,2019-0592-R,9/10/2019 12:00:00 AM,10/4/2019 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,C Platoon,,Re-Assigned,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,53599,White,Male,32,4,,,
Public Initiated,2019-0594-P,10/4/2019 12:00:00 AM,10/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,A Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53606,White,Male,41,11,,,
Public Initiated,2019-0595-P,8/7/2019 12:00:00 AM,10/7/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Domestic Violence Unit,,,RULE 5: REST ACTIVITIES,PARAGRAPH 07 - ACTING IMPARTIALLY,53618,White,Male,38,13,Male,Black,24
Public Initiated,2019-0596-P,4/3/2019 12:00:00 AM,10/7/2019 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Task Force,B,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53619,Black,Male,45,13,,,
Public Initiated,2019-0598-P,10/6/2019 12:00:00 AM,10/7/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53649,White,Male,25,2,,,
Rank Initiated,2019-0593-R,8/12/2019 12:00:00 AM,10/7/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Night Watch,,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53626,Black,Male,54,32,,,
Rank Initiated,2019-0597-R,10/3/2019 12:00:00 AM,10/7/2019 12:00:00 AM,11/26/2019 12:00:00 AM,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,53621,Black,Male,36,3,,,
Public Initiated,2019-0598-P,10/6/2019 12:00:00 AM,10/7/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53649,White,Male,25,2,Female,Black,35
Rank Initiated,2019-0601-R,10/5/2019 12:00:00 AM,10/8/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,D.I.U.,Squad 2,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53914,,,,,,,
Public Initiated,2019-0599-P,10/7/2019 12:00:00 AM,10/8/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,A Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53651,Black,Male,60,30,Female,Black,0
Public Initiated,2019-0599-P,10/7/2019 12:00:00 AM,10/8/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,A Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53653,Black,Male,41,11,Female,Black,0
Public Initiated,2019-0602-P,10/8/2019 12:00:00 AM,10/9/2019 12:00:00 AM,11/26/2019 12:00:00 AM,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,3rd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53824,White,Male,30,4,,,
Rank Initiated,2019-0622-R,9/30/2019 12:00:00 AM,10/9/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,D.I.U.,Persons,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,53791,Black,Female,34,10,,,
Rank Initiated,2019-0604-R,10/9/2019 12:00:00 AM,10/10/2019 12:00:00 AM,,DI-1,Forwarded,Pending,PIB - Public Integrity Bureau,Intake Unit,Investigations,,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53688,Black,Female,30,3,,,
Public Initiated,2019-0605-N,9/20/2019 12:00:00 AM,10/10/2019 12:00:00 AM,,NFIM,Forwarded,Pending,FOB,7th District,,,,,NO VIOLATION OBSERVED,,53691,,,,,,,
Public Initiated,2019-0605-N,9/20/2019 12:00:00 AM,10/10/2019 12:00:00 AM,,NFIM,Forwarded,Pending,FOB,7th District,,,,,NO VIOLATION OBSERVED,,53859,White,Female,,,,,
Public Initiated,2019-0587-P,,10/10/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Services Bureau,Education/Training & Recruitment Division,,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53695,Hispanic,Male,,0,,,
Public Initiated,2019-0607-P,8/28/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,NFIM,Forwarded,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53702,,,,,Female,Black,50
Public Initiated,2019-0607-P,8/28/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,NFIM,Forwarded,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53861,Black,Male,52,29,Female,Black,50
Rank Initiated,2019-0606-R,10/10/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Budget Services,Personnel Division,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53700,Black,Male,27,1,,,
Public Initiated,,,10/11/2019 12:00:00 AM,,,Initial,Pending,,,,,,,,,,,,,,,,
Rank Initiated,2019-0609-R,10/10/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53706,White,Female,32,1,,,
Rank Initiated,2019-0609-R,10/10/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53708,White,Male,23,2,,,
Rank Initiated,2019-0610-R,6/10/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,A,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53711,Black,Male,36,3,,,
Rank Initiated,2019-0610-R,6/10/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,A,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53713,Asian/Pacifi,Male,42,3,,,
Rank Initiated,2019-0610-R,6/10/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,A,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53907,Black,Male,29,4,,,
Rank Initiated,2019-0612-R ,10/14/2019 12:00:00 AM,10/14/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,8th District,Bourbon Street,Off Duty,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,53728,White,Male,34,1,,,
Rank Initiated,2019-0617-R,10/13/2019 12:00:00 AM,10/14/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,53738,White,Female,33,4,,,
Rank Initiated,2019-0617-R,10/13/2019 12:00:00 AM,10/14/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,53816,Black,Male,47,14,,,
Public Initiated,2019-0616-P,10/9/2019 12:00:00 AM,10/14/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Special Investigations Division,Court Liaison,Support Staff,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53727,Black,Male,61,29,Female,Black,22
Public Initiated,2019-0613-P,10/11/2019 12:00:00 AM,10/14/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,53731,Black,Female,39,15,F,B,51
Public Initiated,2019-0613-P,10/11/2019 12:00:00 AM,10/14/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,53968,White,Male,46,12,F,B,51
Public Initiated,2019-0613-P,10/11/2019 12:00:00 AM,10/14/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,54025,Black,Male,33,6,F,B,51
Public Initiated,2019-0611-P,10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53732,White,Male,28,3,Male,White,34
Public Initiated,2019-0615-P,10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53736,Black,Male,39,15,Male,Black,39
Public Initiated,2019-0618-P,10/11/2019 12:00:00 AM,10/15/2019 12:00:00 AM,11/27/2019 12:00:00 AM,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53740,Black,Male,47,15,Female,White,
Public Initiated,2019-0614-P,,10/15/2019 12:00:00 AM,,,Initial,Pending,FOB - Field Operations Bureau,5th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,,,53734,Black,Male,,21,Female,Black,
Public Initiated,2019-0614-P,,10/15/2019 12:00:00 AM,,,Initial,Pending,FOB - Field Operations Bureau,5th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,,,53735,Hispanic,Male,,4,Female,Black,
Public Initiated,,,10/15/2019 12:00:00 AM,,,Initial,Pending,,,,,,,,,,,,,,,,
Rank Initiated,2019-0620-R,10/2/2019 12:00:00 AM,10/16/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,2nd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,,,53765,Black,Male,29,2,,,
Rank Initiated,2019-0620-R,10/2/2019 12:00:00 AM,10/16/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,2nd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,,,53766,White,Male,27,3,,,
Public Initiated,2019-0619-P,10/12/2019 12:00:00 AM,10/16/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,B Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53982,White,Male,41,14,,,
Public Initiated,2019-0621-P,10/15/2019 12:00:00 AM,10/16/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,DWI Unit,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53788,White,Male,43,18,Female,Black,0
Public Initiated,2019-0623-P,10/16/2019 12:00:00 AM,10/17/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,A Platoon,,,,,,53794,White,Male,32,5,Male,White,37
Public Initiated,2019-0624-P,10/14/2019 12:00:00 AM,10/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53818,Asian/Pacifi,Male,33,10,Female,Black,27
Public Initiated,2019-0625-P,10/17/2019 12:00:00 AM,10/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,Task Force A,,,,RULE 5: REST ACTIVITIES,PARAGRAPH 10 - TESTIFYING ON BEHALF OF DEFENDENT(S),53820,White,Male,42,10,Female,White,
Public Initiated,2019-0626-N,10/17/2019 12:00:00 AM,10/18/2019 12:00:00 AM,,NFIM,Forwarded,Pending,FOB - Field Operations Bureau,4th District,3rd Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53822,Black,Female,33,11,,,
Rank Initiated,2019-0627-R,10/3/2019 12:00:00 AM,10/18/2019 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,DWI Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53828,White,Male,53,28,,,
Rank Initiated,2019-0628-R,10/16/2019 12:00:00 AM,10/21/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Services Bureau,,,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53833,Black,Male,54,33,,,
Public Initiated,2019-0629-R,10/21/2019 12:00:00 AM,10/22/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53871,White,Male,44,10,,,
Public Initiated,2019-0630-P,10/22/2019 12:00:00 AM,10/22/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Services Bureau,Records & Identification / Support Services Divisi,,,,,,,53868,Black,Female,62,4,,,
Public Initiated,2019-0633-P,7/27/2019 12:00:00 AM,10/23/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53897,Hispanic,Female,40,4,,,
Public Initiated,2019-0634-P,10/21/2019 12:00:00 AM,10/23/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53899,Hispanic,Male,31,4,Female,Black,71
Rank Initiated,2019-0631-R,10/22/2019 12:00:00 AM,10/23/2019 12:00:00 AM,12/11/2019 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,,Suspended,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 09 - Use of Alchohol/Drugs Off-Duty,53880,Black,Male,30,5,,,
Rank Initiated,2019-0632-R,10/21/2019 12:00:00 AM,10/23/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53882,Hispanic,Male,24,3,,,
Rank Initiated,2019-0635-R,10/19/2019 12:00:00 AM,10/23/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,53901,Black,Male,44,5,,,
Rank Initiated,2019-0636-R,10/23/2019 12:00:00 AM,10/25/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53916,White,Male,31,4,,,
Rank Initiated,2019-0637-R,10/23/2019 12:00:00 AM,10/25/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,C Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 01 - REPORTING FOR DUTY,53919,Black,Female,33,3,,,
Rank Initiated,2019-0639-R,10/30/2019 12:00:00 AM,10/28/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,D.I.U.,Squad 1,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53938,White,Male,58,34,,,
Public Initiated,2019-0640-P,10/24/2019 12:00:00 AM,10/29/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,,,,,53940,Black,Female,29,5,Male,Black,
Public Initiated,2019-0641-P,10/26/2019 12:00:00 AM,10/30/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,C Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,53969,White,Male,46,11,Male,Black,57
Public Initiated,2019-0642-P,9/30/2019 12:00:00 AM,10/31/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,A Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53980,Black,Male,57,11,Female,B,36
Public Initiated,2019-0643-P,10/31/2019 12:00:00 AM,10/31/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53975,White,Male,36,2,,,
Public Initiated,2019-0643-P,10/31/2019 12:00:00 AM,10/31/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53977,Asian/Pacifi,Male,25,3,,,
Rank Initiated,2019-0644-R,,11/1/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,Unknown Working Status,Unknown Shift Hours,,,54357,White,Female,,3,,,
Rank Initiated,2019-0645-R,2/20/2019 12:00:00 AM,11/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 1025pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53994,White,Male,50,3,,,
Rank Initiated,2019-0646-R,10/31/2019 12:00:00 AM,11/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,53996,Black,Male,34,5,,,
Public Initiated,2019-0647-P,,11/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,7th District,,Unknown Working Status,Unknown Shift Hours,,,53998,Hispanic,Male,,1,,,
Public Initiated,2019-0647-P,,11/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,7th District,,Unknown Working Status,Unknown Shift Hours,,,54000,White,Male,,1,,,
Public Initiated,2019-0647-P,,11/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,7th District,,Unknown Working Status,Unknown Shift Hours,,,54101,White,Male,,12,,,
Public Initiated,2019-0648-P,11/3/2019 12:00:00 AM,11/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,3rd Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54002,White,Male,32,1,,,
Public Initiated,2019-0648-P,11/3/2019 12:00:00 AM,11/4/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,3rd Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54004,Black,Male,36,3,,,
Rank Initiated,2019-0649-R,11/4/2019 12:00:00 AM,11/6/2019 12:00:00 AM,,DI-1,Initial,Pending,MSB - Management Service Bureau,Records & Identification / Support Services Divisi,Records & I.D.,Criminal Records,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54014,Black,Female,45,6,,,
